               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.018804,           0.0064797,           0.0039773,             0.94417,             0.94943,             0.95174,             0.77063,            0.021177,           0.0061983,            0.002149,           0.0045352,           0.0045352,           0.0045352
                 140,            0.018914,            0.006409,           0.0043831,             0.94516,              0.9513,             0.94666,             0.76595,            0.020817,           0.0062613,           0.0020467,           0.0044956,           0.0044956,           0.0044956
                 141,            0.018783,           0.0065334,           0.0033674,             0.95073,             0.95205,             0.95174,             0.77242,            0.020792,           0.0061134,           0.0018313,            0.004456,            0.004456,            0.004456
                 142,            0.018043,           0.0065593,            0.003241,              0.9499,             0.94804,             0.95174,             0.76313,            0.021765,           0.0061737,           0.0017624,           0.0044164,           0.0044164,           0.0044164
                 143,            0.018858,           0.0065794,           0.0035651,             0.94691,             0.95141,             0.95174,             0.77226,            0.020918,           0.0060713,           0.0017691,           0.0043768,           0.0043768,           0.0043768
                 144,            0.018269,            0.006398,           0.0033963,             0.94881,             0.95393,             0.95174,             0.77304,            0.021257,             0.00614,            0.001711,           0.0043372,           0.0043372,           0.0043372
                 145,            0.018555,           0.0066297,           0.0043672,             0.95303,             0.95723,             0.95236,             0.78095,            0.020601,           0.0060778,           0.0015477,           0.0042976,           0.0042976,           0.0042976
                 146,            0.018686,           0.0063474,           0.0038824,             0.94882,             0.95251,             0.95174,             0.76861,            0.021075,           0.0061937,           0.0017062,            0.004258,            0.004258,            0.004258
                 147,             0.01789,            0.006677,            0.003248,              0.9499,             0.95105,             0.95174,             0.77269,            0.020921,           0.0061301,            0.001836,           0.0042184,           0.0042184,           0.0042184
                 148,            0.017918,            0.006206,           0.0031524,             0.94902,             0.95258,             0.95174,             0.77536,            0.020339,           0.0062235,           0.0018038,           0.0041788,           0.0041788,           0.0041788
                 149,            0.018472,           0.0066256,           0.0029438,             0.94871,             0.95341,             0.95174,             0.77195,            0.020926,           0.0063473,           0.0018014,           0.0041392,           0.0041392,           0.0041392
